80% https://www.github.com/logrcubed/FaceRecognitionService-master MailingModule.cs
0% https://www.github.com/swapnildalvi90/sandwich_referral_drive MailSending_Class.cs
0% https://www.github.com/swapnildalvi90/sandwich_referral_drive Email_Sending__Class.cs
0% https://www.github.com/jonorri/ActionFolders HelperFunction.cs
0% https://www.github.com/lingsu/WebMvc EmailSender.cs
0% https://www.github.com/stefchri/Radar MailManager.cs
0% https://www.github.com/FrankFan/FrankMail MailHelper.cs
0% https://www.github.com/vinhdang/New_Apartment_1 EmailHelper.cs
0% https://www.github.com/Praveencls/cxm ProcessMessage.cs
0% https://www.github.com/vdclouis/Social-Geo MailManager.cs
0% https://www.github.com/stefchri/ArticulatieOnderzoek MailManager.cs
0% https://www.github.com/somkheart/DTISolutionSource LibraryMail.cs
0% https://www.github.com/nikunj-prajapati/loanprice EmailHelper.cs
0% https://www.github.com/qinfangge/News Emailer.cs
0% https://www.github.com/kjellkeisse/socialgeogroep9 MailManager.cs
0% https://www.github.com/ixoth/ood smtp.cs
0% https://www.github.com/JunaidShakoor/AspDotNetDemo EmailService.cs
0% https://www.github.com/aicike/Budget SendEmail.cs
0% https://www.github.com/andrescoulson/PatronesDisenio GmailSmtp.cs
0% https://www.github.com/andrescoulson/PatronesDisenio HotmailSmtp.cs
0% https://www.github.com/andrescoulson/PatronesDisenio YahooSmtp.cs
0% https://www.github.com/qinfangge/Gift Emailer.cs
0% https://www.github.com/Epitomy/CMS SubmissionController.cs
0% https://www.github.com/chulaiguo/Creator HelperEmail.cs
0% https://www.github.com/capgemini-stavanger/CapRaffle EmailSender.cs
0% https://www.github.com/Blackvault/TGCRacing EmailSender.cs
0% https://www.github.com/aicike/Test SendEmail.cs
0% https://www.github.com/nerndt/iRobotKinect SendEmail.cs
0% https://www.github.com/BryanApellanes/Brevitee Email.cs
0% https://www.github.com/xbollart/WPF Program.cs
0% https://www.github.com/Atmtech/Developpement MailService.cs
0% https://www.github.com/JauchOnGitHub/csharptoolbox Mail.cs
0% https://www.github.com/dennisdai/MSMQ_EMIAL EmailService.cs
0% https://www.github.com/unicloud/AFRP NetSelfSend.cs
0% https://www.github.com/DotNetProject-EmployeeRecords/development Emailer.cs
0% https://www.github.com/ghazanfarseyal/ServiceDotNet EmailUtil.cs
0% https://www.github.com/xbollart/Samples Program.cs
0% https://www.github.com/futuregreatdoctor/shopgoodwillex EmailSender.cs
0% https://www.github.com/tmedeiros/terminixbooks EmailSender.cs
0% https://www.github.com/popotans/helper EmailManager.cs
0% https://www.github.com/Foboy/RCEcommerce EmailSender.cs
0% https://www.github.com/jcampossanzana/turismo EmailFactory.cs
0% https://www.github.com/navy235/nopCom EmailSender.cs
match count 2 
total repos 90

Repos with percentage match in range0-10% 88
Repos with percentage match in range10-20% 0
Repos with percentage match in range20-30% 1
Repos with percentage match in range30-40% 0
Repos with percentage match in range40-50% 0
Repos with percentage match in range50-60% 0
Repos with percentage match in range60-70% 0
Repos with percentage match in range70-80% 0
Repos with percentage match in range80-90% 1
Repos with percentage match in range90-100% 0
